FLZ_VORTEX Vers. 01.217 15.08.2016
29.05.2022 07:28:47
BW-F-ANZ;Anzahl Flugzeuge;1
BW-F-0-1;Name des Konstrukteurs;Noname
BW-F-0-2;Bezeichnung Flugzeug;Noname
BW-F-0-3;Anstellwinkel des Flugzeugs [°];6.80235
BW-F-0-4;Schiebewinkel des Flugzeugs [°];0.00000
BW-F-0-5;Gesamtmasse des Flugzeugs [kg];120.00000
BW-F-0-6;Gesamt-Oberfläche (F_ges) des Flugzeugs [m^2];0.36275
BW-F-0-7;Auftriebserzeugende Fläche (Fa) des Flugzeugs [m^2];0.36275
BW-F-0-8;Seitenkraft erzeugende Fläche (FY) des Flugzeugs [m^2];0.00000
BW-F-0-9;Momentenbezugslänge l_my, mittlere Bezugsflügeltiefe aller Tragflächen [m];0.18691
BW-F-0-10;Flächenbelastung (Bezug Auftriebserzeugende Fläche Fa ) [kg/m^2];330.80773
BW-F-0-11;Flächenbelastung (Bezug Auftriebserzeugende Fläche Fa ) [g/dm^2];3308.07729
BW-F-0-12;Auftriebsbeiwert (CA_ges) des Flugzeugs (Bezugsfläche ist Fa des Flugzeugs);0.67392
BW-F-0-13;Seitenkraftbeiwert (CY_ges) des Flugzeugs (Bezugsfläche ist FY des Flugzeugs);0.00000
BW-F-0-14;Gesamter induzierter Widerstandsbeiwert (CWI_ges) des Flugzeugs (Bezugsfläche ist F_ges des Flugzeugs);0.01305
BW-F-0-15;Widerstand durch Profil-Reibung (CW_visc)  (Bezugsfläche ist F_ges des Flugzeugs);0.00818
BW-F-0-16;Interferenzwiderstand (Cw_int)  (Bezugsfläche ist F_ges des Flugzeugs);0.00000
BW-F-0-17;Rumpfwiderstand (Cw_rumpf)  (Bezugsfläche ist die Rumpfquerschnittsfläche F_rumpf);0.00000
BW-F-0-18;Gesamtwiderstand (CW_ges) = Cwi + Cw_visc + Cw_int + Cw_rumpf (Bezugsfläche ist F_ges des Flugzeugs);0.02123
BW-F-0-19;Gleitzahl (E) des Flugzeugs;31.74298
BW-F-0-20;Steigzahl (epsilon) des Flugzeugs;26.05867
